City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
263,Três Lagoas,99,BR,1610999697,61,-20.7511,-51.6783,84.83,1.88
264,Kuala Terengganu,20,MY,1610999698,78,5.3302,103.1408,77.0,3.44
265,Laguna,1,US,1610999178,15,38.421,-121.4238,70.0,23.02
266,Mandalgovi,95,MN,1610999335,88,45.7625,106.2708,6.15,3.29
267,Sembakung,100,ID,1610999702,97,3.8167,117.25,73.0,1.72
268,Corund,75,RO,1610999714,86,46.4667,25.1833,21.2,2.3
269,Wagar,0,SD,1610999715,78,16.1525,36.2032,64.44,21.14
270,Provideniya,75,RU,1610999717,78,64.3833,-173.3,-2.2,13.42
271,Nanortalik,100,GL,1610999332,84,60.1432,-45.2371,27.86,5.03
272,Fallon,1,US,1610999719,36,39.4735,-118.7774,48.0,8.05
273,Vila Franca do Campo,20,PT,1610999373,88,37.7167,-25.4333,61.0,14.97
274,Broken Hill,0,AU,1610999722,63,-31.95,141.4333,60.8,13.8
275,Lorengau,88,PG,1610999723,80,-2.0226,147.2712,81.81,10.76
276,Paamiut,100,GL,1610999063,83,61.994,-49.6678,28.92,5.73
277,Ginda,0,IN,1610999725,52,30.6945,78.4932,42.4,5.46
278,Pisco,0,PE,1610999215,78,-13.7,-76.2167,73.0,9.22
279,Kirakira,91,SB,1610999727,77,-10.4544,161.9205,81.82,5.93
280,Savannah Bight,90,HN,1610999729,94,16.45,-85.85,80.01,6.91
281,Verkhnyaya Maksakovka,35,RU,1610999730,83,61.635,50.9674,-20.2,2.24
282,Berlevåg,75,NO,1610999731,69,70.8578,29.0864,35.6,24.16
283,Brekstad,0,NO,1610999732,86,63.687,9.6654,34.0,17.27
284,Flinders,98,AU,1610999733,87,-34.5833,150.8552,70.0,1.01
285,Krasnyy Chikoy,0,RU,1610999735,87,50.3643,108.7512,-4.0,2.64
286,Uíge,100,AO,1610999736,81,-7.6087,15.0613,68.43,1.3
287,Chui,0,UY,1610999737,58,-33.6971,-53.4616,71.74,11.54
288,Aykhal,32,RU,1610999248,74,66.0,111.5,-49.29,3.96
289,Morant Bay,20,JM,1610999485,58,17.8815,-76.4093,87.8,3.44
290,Nago,1,JP,1610999740,87,26.5881,127.9761,55.4,8.05
291,Kavaratti,0,IN,1610999741,71,10.5669,72.642,81.37,2.3
292,Porto-Novo,40,BJ,1610999743,79,6.4965,2.6036,84.2,10.36
293,Kununurra,82,AU,1610999744,69,-15.7667,128.7333,82.4,4.61
294,Adré,0,TD,1610999745,22,13.4667,22.2,68.23,14.7
295,Klyuchi,72,RU,1610999746,92,52.2667,79.1667,-2.81,4.79
296,Samfya,100,ZM,1610999747,89,-11.3649,29.5565,68.83,4.14
297,Oktyabr'skiy,100,RU,1610999748,90,54.4815,53.471,-2.2,5.17
298,Pavino,94,RU,1610999749,92,59.1139,46.1414,-4.94,3.53
299,Ahmadpur East,0,PK,1610999751,42,29.1431,71.2598,52.95,8.41
300,Freeport,90,US,1610999635,49,40.6576,-73.5832,46.0,9.22
301,Kaeo,81,NZ,1610999753,83,-35.1,173.7833,68.0,11.01
302,Caravelas,0,BR,1610999754,66,-17.7125,-39.2481,81.63,8.23
303,Nuuk,20,GL,1610999755,50,64.1835,-51.7216,26.6,3.44
304,Ardmore,40,US,1610999757,55,34.1743,-97.1436,62.01,14.97
305,Mogadishu,100,SO,1610999758,74,2.0371,45.3438,77.36,20.98
306,Dingle,100,PH,1610999759,93,10.9995,122.6711,72.99,9.62
307,Pijiño del Carmen,96,CO,1610999760,38,9.3291,-74.453,92.84,3.71
308,Alice Springs,0,AU,1610999761,41,-23.7,133.8833,60.8,8.37
309,Soyo,10,AO,1610999762,77,-6.1349,12.3689,79.83,12.1
310,Frankfort,55,ZA,1610999764,72,-27.2667,28.4833,64.69,11.92
311,Tomatlán,4,MX,1610999765,35,19.9333,-105.25,87.71,8.46
312,Kapit,100,MY,1610999766,94,2.0167,112.9333,73.13,0.27
313,Srednekolymsk,72,RU,1610999181,81,67.45,153.6833,-42.61,2.8
314,Egvekinot,99,RU,1610999768,86,66.3167,-179.1667,-19.05,11.45
315,Uarini,40,BR,1610999769,70,-2.99,-65.1083,87.8,5.75
316,Aiken,1,US,1610999770,32,33.5835,-81.5998,54.0,18.41
317,Lincoln,90,US,1610999594,80,40.8,-96.667,36.0,8.05
318,Maniitsoq,100,GL,1610999773,85,65.4167,-52.9,26.17,5.88
319,Puerto Escondido,2,MX,1610998982,65,15.85,-97.0667,82.47,7.49
320,Kota Belud,20,MY,1610999775,100,6.351,116.4305,73.4,4.45
321,Farafangana,100,MG,1610999777,89,-22.8167,47.8333,75.96,5.61
322,Kloulklubed,90,PW,1610999778,100,7.0419,134.2556,73.4,4.61
323,Koshurnikovo,100,RU,1610999779,98,54.1667,93.3,17.89,4.09
324,Patea,55,NZ,1610999780,88,-39.7583,174.4833,69.01,8.99
325,Kudahuvadhoo,81,MV,1610999781,73,2.6708,72.8944,81.66,8.68
326,Novoaleksandrovsk,100,RU,1610999782,97,45.4948,41.2207,22.3,7.18
327,Chake Chake,100,TZ,1610999784,81,-5.2459,39.7666,79.7,12.53
328,Kiryat Gat,0,IL,1610999785,100,31.61,34.7642,53.01,10.38
329,Bragança,100,BR,1610999786,91,-1.0536,-46.7656,79.32,2.64
330,Kamenka,100,RU,1610999787,88,51.3223,42.7678,6.01,2.06
331,Fort Nelson,20,CA,1610999213,64,58.8053,-122.7002,30.2,5.75
332,Gelemso,11,ET,1610999790,45,8.8167,40.5167,59.94,7.49
333,Cherskiy,57,RU,1610999791,81,68.75,161.3,-41.94,2.37
334,Yerbogachën,100,RU,1610999792,85,61.2767,108.0108,-25.04,7.76
335,Sørland,40,NO,1610999793,80,67.667,12.6934,33.8,8.05
336,Nikšić,0,ME,1610999794,80,42.7731,18.9445,35.6,2.3
337,Fort Saint James,98,CA,1610999795,96,54.4333,-124.25,27.81,2.62
338,Bonthe,54,SL,1610999796,81,7.5264,-12.505,79.09,8.05
339,Omboué,98,GA,1610999798,83,-1.5746,9.2618,78.85,7.34
340,Severo-Yeniseyskiy,100,RU,1610999799,95,60.3725,93.0408,4.41,8.16
341,Shakiso,71,ET,1610999800,34,5.75,38.9167,59.38,3.06
342,Broome,90,US,1610999801,69,42.2506,-75.833,35.01,11.5
343,Salym,80,RU,1610999802,88,60.0625,71.4789,-19.86,6.02
344,Lokosovo,99,RU,1610999804,87,61.1333,74.8167,-18.27,9.42
345,Keetmanshoop,80,NA,1610999805,22,-26.5833,18.1333,84.99,15.01
346,Kahului,75,US,1610999664,68,20.8947,-156.47,73.4,16.11
347,Port Blair,15,IN,1610999808,74,11.6667,92.75,79.11,11.88
348,Tuatapere,100,NZ,1610999809,92,-46.1333,167.6833,51.01,3.0
349,Pala,48,TD,1610999810,18,9.3642,14.9046,76.55,6.91
350,Bathsheba,40,BB,1610999811,65,13.2167,-59.5167,84.2,24.16
351,Acapulco de Juárez,1,MX,1610999812,74,16.8634,-99.8901,84.2,6.91
352,Castro,100,BR,1610999286,95,-24.7911,-50.0119,69.1,1.19
353,Havre-St-Pierre,90,CA,1610999815,86,50.2334,-63.5986,26.6,18.41
354,Kanniyākumāri,59,IN,1610999816,79,8.0833,77.5667,76.1,22.06
355,Xinmin,0,CN,1610999817,64,41.9908,122.8253,-9.4,4.47
356,Antsohihy,100,MG,1610999818,94,-14.8796,47.9875,76.96,2.3
357,Jérémie,100,HT,1610999819,61,18.65,-74.1167,81.07,7.34
358,Plouzané,90,FR,1610999820,100,48.3833,-4.6167,50.0,21.85
359,Sobolevo,100,RU,1610999821,92,54.4299,31.8996,-2.45,2.48
360,Poum,98,NC,1610999823,83,-20.2333,164.0167,81.82,14.7
361,Ulaangom,35,MN,1610999824,85,49.9811,92.0667,-21.53,0.72
362,North Bend,1,US,1610999367,81,43.4065,-124.2243,50.0,5.75
363,Bumbuna,0,SL,1610999826,25,9.05,-11.7333,77.27,2.33
364,Luena,100,AO,1610999827,93,-11.7833,19.9167,65.46,5.91
365,Nantucket,1,US,1610999828,57,41.2835,-70.0995,44.6,25.32
366,Guerrero Negro,0,MX,1610999048,22,27.9769,-114.0611,75.9,3.98
367,Panzhihua,7,CN,1610999830,84,26.5851,101.7128,35.01,0.65
368,Aljezur,0,PT,1610999832,100,37.3191,-8.8033,45.0,1.01
369,Chara,99,RU,1610999833,66,56.9064,118.2631,-27.98,1.19
370,Kruisfontein,0,ZA,1610999834,79,-34.0033,24.7314,69.01,4.0
371,Matara,100,LK,1610999835,91,5.9485,80.5353,74.57,4.41
372,Labuhan,100,ID,1610999836,87,-6.8844,112.2051,77.58,9.75
373,Linguère,100,SN,1610999837,15,15.3953,-15.1193,78.78,10.27
374,Payo,100,ID,1610999838,95,-3.7508,103.6372,70.93,2.82
375,Orgtrud,100,RU,1610999839,91,56.1832,40.6149,-4.38,2.53
376,Pavlodar,0,KZ,1610999841,77,52.3,76.95,-5.8,4.47
377,Kinkala,40,CG,1610999842,70,-4.3614,14.7644,84.2,4.61
378,Gamba,100,GA,1610999843,82,-2.65,10.0,78.62,5.59
379,Port-Gentil,20,GA,1610999844,89,-0.7193,8.7815,80.6,12.66
380,Usvyaty,89,RU,1610999845,94,55.7456,30.7533,2.32,2.84
381,New Hope,90,US,1610999846,63,45.038,-93.3866,23.0,9.22
382,Husavik,75,IS,1610999315,93,66.0449,-17.3389,32.0,21.85
383,Gigmoto,100,PH,1610999849,85,13.7796,124.39,78.04,11.52
384,Leningradskiy,99,RU,1610999850,83,69.3833,178.4167,-24.56,8.72
385,Elk City,1,US,1610999851,37,35.412,-99.4043,51.8,19.57
386,Ayan,0,RU,1610999852,72,56.45,138.1667,-27.6,10.69
387,Bandarbeyla,88,SO,1610999853,59,9.4942,50.8122,75.16,22.06
388,Nizhniy Odes,0,RU,1610999854,87,63.6445,54.856,-20.78,4.07
389,Phalaborwa,100,ZA,1610999855,94,-23.943,31.1411,73.4,8.05
390,Todos Santos,0,MX,1610999857,75,23.45,-110.2167,72.0,5.01
391,Mbandaka,62,CD,1610999858,71,0.0487,18.2603,76.42,2.21
392,Venezuela,100,VE,1610999859,30,8.0,-66.0,93.27,14.05
393,Balkanabat,90,TM,1610999860,54,39.5108,54.3671,50.68,3.44
394,Ocós,40,GT,1610999862,62,14.5094,-92.1933,89.6,6.91
395,Mpanda,71,TZ,1610999863,91,-6.3655,31.0409,66.51,1.66
396,Christchurch,100,NZ,1610999864,45,-43.5333,172.6333,64.99,12.66
397,Andros Town,100,BS,1610999866,57,24.7,-77.7667,71.87,9.62
398,Bilibino,62,RU,1610999867,77,68.0546,166.4372,-33.21,0.87
399,Oddur,20,SO,1610999868,31,4.1213,43.8894,78.13,12.3
400,Prince Albert,90,CA,1610999869,93,53.2001,-105.7677,17.6,5.75
401,Daru,100,PG,1610999870,83,-9.0763,143.2092,80.04,1.43
402,Yeniseysk,100,RU,1610999871,94,58.4497,92.1703,10.04,8.61
403,Grindavik,75,IS,1610999872,86,63.8424,-22.4338,32.0,23.02
404,Waharoa,28,NZ,1610999874,89,-37.7667,175.7667,63.0,1.01
405,Wajir,100,KE,1610999875,20,1.7471,40.0573,86.97,10.51
406,Hamilton,90,US,1610999102,69,39.1834,-84.5333,33.8,11.5
407,Thinadhoo,0,MV,1610999877,62,0.5333,72.9333,80.78,1.14
408,Mayo,90,US,1610999337,39,38.8876,-76.5119,46.0,12.66
409,Jumla,4,NP,1610999879,79,29.2747,82.1838,34.61,2.62
410,Jacmel,75,HT,1610999881,58,18.2342,-72.5347,84.2,9.22
411,Ardakān,0,IR,1610999882,20,32.31,54.0175,48.2,2.3
412,Nogliki,0,RU,1610999883,86,51.8333,143.1667,-19.89,6.87
413,Kumul,3,CN,1610999884,75,42.8,93.45,15.42,4.21
414,Ahipara,8,NZ,1610999885,80,-35.1667,173.1667,67.93,10.25
415,Skjervøy,75,NO,1610999886,64,70.0311,20.9714,33.8,6.91
416,Novoil'insk,54,RU,1610999888,88,51.6829,108.7143,-7.29,2.04
417,Ixtapa,40,MX,1610999889,60,20.7,-105.2,75.2,5.75
418,Necochea,0,AR,1610999890,42,-38.5473,-58.7368,82.0,5.68
419,Brae,40,GB,1610999891,75,60.3964,-1.353,42.8,21.85
420,Hong Kong,47,HK,1610999892,76,22.2855,114.1577,57.0,14.23
421,Vitim,100,RU,1610999893,85,59.4511,112.5578,-20.76,2.53
422,Petapa,75,GT,1610999894,56,14.5028,-90.5517,75.0,16.11
423,Tateyama,0,JP,1610999896,48,34.9833,139.8667,46.0,7.0
424,Rundu,100,NA,1610999897,79,-17.9333,19.7667,68.02,4.45
425,Tambopata,90,PE,1610999898,88,-12.7333,-69.1833,69.8,6.91
426,Onokhoy,56,RU,1610999899,76,51.932,108.0747,-22.0,2.24
427,Sinop Province,3,TR,1610999672,90,41.7711,34.8709,19.29,9.19
428,Doumé,1,CM,1610999902,31,4.2333,13.45,72.14,1.48
429,Niterói,20,BR,1610999715,51,-22.8833,-43.1036,93.2,14.97
430,Norman Wells,20,CA,1610999904,84,65.282,-126.8329,-4.0,5.75
431,Nelson Bay,75,AU,1610999905,88,-32.7167,152.15,71.01,9.22
432,Tegul'det,100,RU,1610999906,93,57.3064,88.1667,5.79,10.45
433,Piracuruca,95,BR,1610999907,54,-3.9281,-41.7092,86.25,1.03
434,Khandyga,100,RU,1610999909,76,62.6667,135.6,-50.53,0.74
435,Gorno-Altaysk,100,RU,1610999910,96,51.9561,85.955,17.01,1.05
436,Berislăveşti,90,RO,1610999911,68,45.25,24.4167,21.2,16.11
437,Sistranda,0,NO,1610999912,86,63.7256,8.834,30.2,17.27
438,São Félix do Xingu,80,BR,1610999913,71,-6.6447,-51.995,83.59,3.6
439,Jala,4,MX,1610999914,28,21.0833,-104.4333,82.99,3.42
440,Baijiantan,71,CN,1610999915,89,45.6333,85.1833,2.98,1.95
441,Slatina,0,RO,1610999782,73,44.4333,24.3667,23.0,13.8
442,Pacific Grove,1,US,1610999918,24,36.6177,-121.9166,72.0,13.8
443,Mékhé,100,SN,1610999919,43,15.1097,-16.6218,71.6,12.66
444,Ipoti,17,NG,1610999920,39,7.8738,5.0769,77.47,3.22
445,Tromsø,40,NO,1610999921,93,69.6496,18.957,28.99,2.3
446,Charters Towers,100,AU,1610999922,93,-20.1,146.2667,69.66,4.23
447,Havelock,20,US,1610999924,38,34.8791,-76.9013,55.99,18.41
448,Vostok,100,RU,1610999925,89,46.4856,135.8833,-17.36,4.12
449,Vestmannaeyjar,21,IS,1610999346,81,63.4427,-20.2734,36.18,27.63
450,Walvis Bay,46,NA,1610999927,82,-22.9575,14.5053,68.0,13.8
451,Muravlenko,100,RU,1610999928,87,63.7898,74.523,-18.65,17.16
452,Aden,12,YE,1610999738,74,12.7794,45.0367,76.82,6.87
453,Kul'dur,78,RU,1610999930,83,49.2167,131.6333,-23.44,6.42
454,Marfino,75,RU,1610999932,85,55.7028,37.3822,3.0,4.47
455,Acaraú,66,BR,1610999933,69,-2.8856,-40.12,82.83,14.97
456,Povenets,100,RU,1610999934,97,62.8487,34.8262,16.39,5.53
457,Elko,91,US,1610999935,48,41.0002,-115.5012,37.99,8.01
458,Barra de Tecoanapa,5,MX,1610999936,60,16.5167,-98.75,83.07,10.45
459,Padang,40,ID,1610999937,94,-0.9492,100.3543,73.4,2.3
460,Wuwei,0,CN,1610999938,70,37.9281,102.6414,21.87,2.3
461,Lieksa,100,FI,1610999940,96,63.3167,30.0167,22.23,11.07
462,Sitka,90,US,1610999941,76,57.0531,-135.33,44.6,21.85
463,Igrim,98,RU,1610999942,86,63.1906,64.4162,-18.9,5.41
464,Ancud,40,CL,1610999943,64,-41.8697,-73.8203,71.6,8.05
465,Kajaani,90,FI,1610999944,93,64.2273,27.7285,23.0,8.05
466,Kropotkin,100,RU,1610999946,98,45.4375,40.5756,21.27,5.84
467,Les Cayes,70,HT,1610999947,54,18.2,-73.75,84.06,2.28
468,Gmina Połaniec,99,PL,1610999948,56,50.4332,21.2812,12.0,1.01
469,La Santisima Trinidad,75,BO,1610999949,65,-14.8333,-64.9,78.8,9.22
470,Hare Bay,34,CA,1610999950,75,48.8499,-54.0148,37.4,9.22
471,San Patricio,75,US,1610999951,64,28.017,-97.5169,77.0,19.57
472,Anadyr,75,RU,1610999953,69,64.75,177.4833,-22.0,13.42
473,Dubbo,0,AU,1610999954,66,-32.25,148.6167,53.6,2.55
474,Gari,0,RU,1610999955,88,59.4307,62.3497,-11.97,4.76
475,Lakselv,75,NO,1610999956,93,70.0513,24.9718,24.8,3.44
476,Nova Olímpia,100,BR,1610999946,96,-14.7972,-57.2881,71.13,3.69
477,Yangi Marg`ilon,100,UZ,1610999958,80,40.4272,71.7189,33.8,4.61
478,Camopi,100,GF,1610999960,95,3.1655,-52.3158,76.39,4.45
479,Chengde,21,CN,1610999961,84,40.9725,117.9361,6.31,1.1
480,Tynset,0,NO,1610999962,77,62.2759,10.7824,-13.0,1.14
481,Alenquer,75,BR,1610999963,83,-1.9417,-54.7383,82.4,2.3
482,Barão de Melgaço,75,BR,1610999965,70,-16.1944,-55.9675,84.2,9.22
483,Praia,100,CV,1610999966,68,14.9215,-23.5087,73.4,19.57
484,Isla Vista,1,US,1610999967,28,34.4133,-119.861,75.0,3.44
485,Tsabong,98,BW,1610999968,32,-26.0217,22.401,88.7,8.61
486,Jacareacanga,20,BR,1610999969,62,-6.2222,-57.7528,89.6,4.61
487,Vardø,40,NO,1610999970,74,70.3705,31.1107,32.0,21.85
488,Rome,90,US,1610999765,74,43.2128,-75.4557,30.99,11.5
489,Muzhi,100,RU,1610999973,84,65.3667,64.6667,-15.03,8.32
490,Jiancheng,0,CN,1610999974,81,30.391,104.5491,34.0,1.99
491,Naifaru,60,MV,1610999975,68,5.4444,73.3657,82.26,15.28
492,Semīrom,0,IR,1610999977,91,31.4167,51.5667,29.66,5.64
493,Allāpalli,0,IN,1610999978,42,19.4167,80.0667,62.87,2.62
494,Chepelare,0,BG,1610999979,59,41.7333,24.6833,28.0,13.8
495,Bushehr,0,IR,1610999980,88,28.9684,50.8385,64.4,4.61
496,Portland,40,US,1610999891,76,45.5234,-122.6762,46.99,5.17
497,Deputatsky,78,RU,1610999982,84,69.3,139.9,-39.08,3.02
498,Turukhansk,100,RU,1610999983,86,65.8167,87.9833,-13.04,12.37
499,Amalāpuram,2,IN,1610999716,91,16.5833,82.0167,66.52,2.37
500,Mulchén,0,CL,1610999986,24,-37.7167,-72.2333,91.4,14.97
501,Minot,90,US,1610999756,79,48.2325,-101.2963,17.6,8.05
502,Severobaykal'sk,100,RU,1610999988,89,55.65,109.3167,-7.58,5.19
503,Gīdolē,23,ET,1610999989,37,5.65,37.3667,62.96,7.43
504,Sabirabad,75,AZ,1610999990,81,40.0095,48.4752,41.0,18.41
505,Grand-Santi,100,GF,1610999991,93,4.25,-54.3833,78.58,3.94
506,Luangwa,100,ZM,1610999992,88,-15.6167,30.4167,76.66,2.68
507,Udachny,55,RU,1610999994,75,66.4167,112.4,-52.06,3.94
508,Alexandria,0,EG,1610999995,66,31.2156,29.9553,53.6,9.22
509,Poya,68,NC,1610999996,84,-21.35,165.15,79.11,4.81
510,Galle,100,LK,1610999997,85,6.0367,80.217,76.91,2.91
511,Ada,1,US,1610999942,80,43.4166,-116.1262,39.99,6.91
512,High Rock,75,BS,1611000000,68,26.6208,-78.2833,68.0,11.5
513,Kunashak,22,RU,1611000008,77,55.7032,61.5498,-4.0,6.71
514,São Domingos,60,BR,1611000009,59,-13.3983,-46.3183,82.31,4.07
515,Xiaoweizhai,0,CN,1611000011,70,26.1903,107.5125,38.88,2.28
516,Ciudad del Carmen,90,MX,1610999871,64,18.6333,-91.8333,71.6,9.22
517,Issia,0,CI,1611000014,54,6.4922,-6.5856,79.93,2.62
518,Harper,4,LR,1611000015,78,4.375,-7.7169,79.02,4.14
519,Hambantota,98,LK,1611000017,83,6.1241,81.1185,75.43,11.27
520,Tairua,78,NZ,1611000019,91,-37.0167,175.85,63.0,1.99
521,Parabel',37,RU,1611000020,88,58.6978,81.4825,-15.48,8.43
522,Terra Rica,99,BR,1611000044,90,-22.7094,-52.6169,75.11,8.28
523,Biak,100,ID,1611000046,82,-0.9131,122.8766,77.25,2.71
524,Kushima,20,JP,1611000047,49,31.4583,131.2333,46.4,11.5
525,Gizo Government Station,97,SB,1611000048,76,-8.103,156.8419,82.98,11.81
526,Ishigaki,93,JP,1611000006,67,24.3448,124.1572,62.76,19.62
527,Tolmachëvo,20,RU,1611000050,85,54.9824,82.7363,1.4,11.18
528,Sangar,17,RU,1611000052,71,63.9242,127.4739,-53.14,2.82
